80, 44, 8, 90, 0, 75
object_road_7.txt object_car_1.txt object_car_2.txt object_car_3.txt object_car_4.txt object_road_1.txt object_road_2.txt object_road_3.txt
Surface
0, 2, 1, 1
0, 3, 8, 1
0, 4, 7, 1
0, 5, 6, 1
1, 2, 1, 1
1, 3, 8, 1
1, 4, 7, 1
1, 5, 6, 1
2, 2, 1, 1
2, 3, 8, 1
2, 4, 7, 1
2, 5, 6, 1
3, 2, 1, 1
3, 3, 8, 1
3, 4, 7, 1
3, 5, 6, 1
4, 2, 1, 1
4, 3, 8, 1
4, 4, 7, 1
4, 5, 6, 1
5, 2, 1, 1
5, 3, 8, 1
5, 4, 7, 1
5, 5, 6, 1
6, 2, 1, 1
6, 3, 8, 1
6, 4, 7, 1
6, 5, 6, 1
7, 8, 1, 1
7, 9, 8, 1
7, 10, 7, 1
7, 11, 6, 1
8, 3, 1, 1
8, 4, 8, 1
8, 5, 7, 1
8, 6, 6, 1
9, 3, 1, 1
9, 4, 8, 1
9, 5, 7, 1
9, 6, 6, 1
10, 3, 1, 1
10, 4, 8, 1
10, 5, 7, 1
10, 6, 6, 1
11, 3, 1, 1
11, 4, 8, 1
11, 5, 7, 1
11, 6, 6, 1
12, 3, 1, 1
12, 4, 8, 1
12, 26, 5, 1
12, 16, 4, 1
12, 36, 7, 1
13, 3, 1, 1
13, 4, 5, 1
13, 5, 1, 1
13, 6, 5, 1
14, 3, 1, 1
14, 4, 5, 1
14, 5, 1, 1
14, 6, 5, 1
15, 3, 1, 1
15, 4, 5, 1
15, 5, 1, 1
15, 6, 5, 1
16, 3, 1, 1
16, 4, 5, 1
16, 5, 1, 1
16, 6, 5, 1
17, 3, 1, 1
17, 4, 5, 1
17, 5, 1, 1
17, 6, 5, 1
18, 4, 5, 1
18, 3, 1, 1
18, 5, 1, 1
18, 6, 5, 1
19, 3, 1, 1
19, 4, 5, 1
19, 5, 1, 1
19, 6, 5, 1
20, 16, 5, 1
20, 9, 1, 1
20, 29, 5, 1
20, 36, 1, 1
21, 4, 2, 1
21, 5, 6, 1
22, 4, 2, 1
22, 5, 6, 1
23, 4, 1, 1
23, 5, 5, 1
24, 10, 2, 1
24, 11, 6, 1
25, 5, 2, 1
25, 6, 6, 1
26, 5, 1, 1
26, 6, 5, 1
27, 5, 2, 1
27, 6, 6, 1
28, 5, 2, 1
28, 6, 6, 1
29, 15, 1, 1
29, 16, 5, 1
30, 14, 2, 1
30, 15, 6, 1
31, 3, 2, 1
31, 4, 6, 1
32, 20, 1, 1
32, 10, 5, 1
32, 23, 5, 1
32, 13, 1, 1
33, 2, 1, 1
33, 3, 5, 1
33, 4, 1, 1
33, 5, 5, 1
34, 2, 1, 1
34, 3, 5, 1
34, 4, 1, 1
34, 5, 5, 1
35, 2, 1, 1
35, 3, 5, 1
35, 4, 1, 1
35, 5, 5, 1
36, 2, 1, 1
36, 3, 5, 1
36, 4, 1, 1
36, 5, 5, 1
37, 2, 1, 1
37, 3, 5, 1
37, 5, 5, 1
37, 4, 1, 1
38, 2, 1, 1
38, 3, 5, 1
38, 4, 1, 1
38, 5, 5, 1
39, 2, 1, 1
39, 3, 5, 1
39, 4, 1, 1
39, 5, 5, 1
40, 2, 1, 1
40, 3, 5, 1
40, 4, 1, 1
40, 5, 5, 1
41, 15, 5, 1
41, 2, 1, 1
41, 3, 5, 1
41, 35, 1, 1
42, 2, 1, 1
42, 3, 7, 1
42, 4, 6, 1
43, 3, 7, 1
43, 4, 6, 1
43, 2, 1, 1
44, 2, 1, 1
44, 3, 7, 1
44, 4, 6, 1
45, 2, 1, 1
45, 3, 7, 1
45, 4, 6, 1
46, 8, 1, 1
46, 9, 7, 1
46, 10, 6, 1
47, 3, 1, 1
47, 4, 7, 1
47, 5, 6, 1
48, 3, 1, 1
48, 4, 7, 1
48, 5, 6, 1
49, 3, 1, 1
49, 4, 7, 1
49, 5, 6, 1
50, 21, 1, 1
50, 11, 5, 1
50, 3, 1, 1
50, 4, 5, 1
51, 3, 1, 1
51, 4, 5, 1
51, 5, 1, 1
51, 6, 5, 1
52, 9, 1, 1
52, 29, 5, 1
52, 5, 1, 1
52, 6, 5, 1
53, 14, 2, 1
53, 15, 4, 1
