59, 20, 6, 90, 13, 65
object_car_2.txt object_car_4.txt object_car_5.txt object_car_1.txt object_car_3.txt object_road_3.txt
Surface
0, 2, 1, 1
0, 3, 5, 1
0, 4, 1, 1
0, 5, 5, 1
1, 2, 1, 1
1, 3, 5, 1
1, 4, 1, 1
1, 5, 5, 1
2, 5, 5, 1
2, 4, 1, 1
2, 3, 5, 1
2, 2, 1, 1
3, 2, 1, 1
3, 3, 5, 1
3, 4, 1, 1
3, 5, 5, 1
4, 5, 5, 1
4, 4, 1, 1
4, 3, 5, 1
4, 2, 1, 1
5, 2, 1, 1
5, 3, 5, 1
5, 4, 1, 1
5, 5, 5, 1
6, 5, 5, 1
6, 4, 1, 1
6, 3, 5, 1
6, 2, 1, 1
7, 2, 1, 1
7, 3, 5, 1
7, 4, 1, 1
7, 5, 5, 1
8, 8, 1, 1
8, 28, 5, 1
8, 4, 1, 1
8, 5, 5, 1
9, 3, 3, 1
9, 4, 1, 1
9, 5, 5, 1
10, 3, 3, 1
10, 4, 1, 1
10, 5, 5, 1
11, 3, 3, 1
11, 4, 1, 1
11, 5, 5, 1
12, 4, 1, 1
12, 3, 3, 1
12, 5, 5, 1
13, 5, 5, 1
13, 4, 1, 1
13, 3, 3, 1
14, 4, 1, 1
14, 5, 5, 1
14, 3, 3, 1
15, 3, 3, 1
15, 4, 1, 1
15, 5, 5, 1
16, 15, 5, 1
16, 14, 1, 1
16, 13, 3, 1
17, 2, 3, 1
17, 3, 1, 1
17, 4, 5, 1
18, 2, 3, 1
18, 3, 1, 1
18, 4, 5, 1
19, 4, 5, 1
19, 3, 1, 1
19, 2, 3, 1
20, 14, 5, 1
20, 34, 1, 1
20, 2, 3, 1
21, 2, 2, 1
21, 3, 6, 1
22, 3, 6, 1
22, 2, 2, 1
23, 2, 2, 1
23, 3, 6, 1
24, 2, 2, 1
24, 3, 6, 1
25, 8, 2, 1
25, 9, 6, 1
26, 3, 2, 1
26, 4, 6, 1
27, 3, 2, 1
27, 4, 6, 1
28, 3, 2, 1
28, 4, 6, 1
29, 3, 2, 1
29, 4, 6, 1
30, 3, 2, 1
