56, 20, 8, 70, 11, 65
object_car_1.txt object_car_2.txt object_car_4.txt object_car_3.txt object_road_6.txt object_road_2.txt object_road_3.txt object_car_5.txt
Surface
0, 3, 9, 2
0, 4, 2, 1
0, 5, 6, 1
0, 6, 9, 2
1, 3, 9, 2
1, 4, 2, 1
1, 5, 6, 1
1, 6, 9, 2
2, 3, 9, 2
2, 6, 9, 2
2, 4, 2, 1
2, 5, 6, 1
3, 11, 6, 1
3, 10, 2, 1
3, 9, 9, 2
3, 31, 9, 2
4, 4, 9, 2
4, 5, 2, 1
4, 6, 6, 1
5, 4, 9, 2
5, 5, 2, 1
5, 6, 6, 1
6, 4, 9, 2
6, 5, 2, 1
6, 6, 6, 1
7, 4, 9, 2
7, 5, 2, 1
7, 6, 6, 1
8, 14, 9, 2
8, 15, 2, 1
8, 26, 9, 2
8, 16, 6, 1
9, 3, 9, 2
9, 4, 2, 1
9, 5, 6, 1
9, 6, 9, 2
10, 3, 9, 2
10, 4, 2, 1
10, 5, 6, 1
10, 6, 9, 2
11, 3, 9, 2
11, 4, 2, 1
11, 5, 6, 1
11, 6, 9, 2
12, 13, 9, 2
12, 14, 2, 1
12, 15, 6, 1
12, 16, 9, 2
13, 2, 9, 2
13, 4, 6, 1
13, 3, 2, 1
13, 5, 9, 2
14, 2, 9, 2
14, 4, 6, 1
14, 3, 2, 1
14, 5, 9, 2
15, 2, 9, 2
15, 3, 2, 1
15, 4, 6, 1
15, 5, 9, 2
16, 2, 9, 2
16, 3, 2, 1
16, 4, 6, 1
16, 5, 9, 2
17, 2, 9, 2
17, 3, 2, 1
17, 4, 6, 1
17, 5, 9, 2
18, 2, 9, 2
18, 3, 2, 1
18, 4, 6, 1
18, 5, 9, 2
19, 2, 9, 2
19, 3, 2, 1
19, 4, 6, 1
19, 5, 9, 2
20, 23, 10, 4
20, 13, 3, 1
20, 20, 10, 4
20, 10, 3, 1
20, 12, 9, 2
20, 11, 9, 2
21, 3, 10, 4
21, 4, 10, 4
21, 5, 3, 1
21, 2, 3, 1
21, 1, 9, 2
21, 6, 9, 2
22, 4, 10, 4
22, 5, 3, 1
22, 2, 3, 1
22, 3, 10, 4
22, 1, 9, 2
22, 6, 9, 2
23, 35, 10, 4
23, 8, 3, 1
23, 16, 9, 2
23, 28, 10, 4
23, 7, 9, 2
23, 15, 3, 1
24, 2, 9, 2
24, 3, 2, 1
24, 4, 6, 1
24, 5, 9, 2
25, 2, 9, 2
25, 3, 2, 1
25, 4, 6, 1
25, 5, 9, 2
26, 27, 9, 2
26, 19, 1, 1
26, 9, 5, 1
26, 10, 3, 1
26, 30, 9, 2
27, 3, 1, 1
27, 4, 5, 1
27, 21, 1, 1
27, 11, 5, 1
28, 3, 1, 1
28, 5, 1, 1
28, 4, 5, 1
28, 6, 5, 1
29, 3, 1, 1
29, 4, 5, 1
29, 5, 1, 1
29, 6, 5, 1
30, 3, 1, 1
30, 5, 1, 1
30, 4, 5, 1
30, 6, 5, 1
31, 3, 1, 1
31, 4, 5, 1
31, 5, 1, 1
31, 6, 5, 1
32, 4, 5, 1
32, 3, 1, 1
32, 5, 1, 1
32, 6, 5, 1
33, 3, 1, 1
33, 4, 5, 1
33, 5, 1, 1
33, 6, 5, 1
34, 3, 1, 1
34, 4, 5, 1
34, 5, 1, 1
34, 6, 5, 1
35, 3, 1, 1
35, 4, 5, 1
35, 5, 1, 1
35, 6, 5, 1
36, 3, 1, 1
36, 4, 5, 1
36, 5, 1, 1
36, 6, 5, 1
37, 26, 10, 4
37, 16, 5, 1
37, 15, 1, 1
37, 14, 5, 1
37, 34, 1, 1
38, 25, 10, 4
38, 15, 5, 1
38, 3, 2, 1
38, 35, 4, 1
38, 6, 10, 4
39, 5, 10, 4
39, 3, 2, 1
39, 4, 6, 1
39, 6, 10, 4
40, 6, 10, 4
40, 19, 10, 4
40, 9, 2, 1
40, 30, 10, 4
40, 10, 6, 1
41, 3, 10, 4
41, 4, 2, 1
41, 5, 6, 1
41, 6, 10, 4
42, 3, 10, 4
42, 4, 2, 1
42, 5, 6, 1
42, 6, 10, 4
43, 3, 10, 4
43, 4, 2, 1
43, 5, 6, 1
43, 6, 10, 4
44, 3, 10, 4
44, 4, 2, 1
44, 5, 6, 1
44, 6, 10, 4
45, 3, 10, 4
45, 4, 2, 1
45, 5, 6, 1
45, 6, 10, 4
46, 3, 10, 4
46, 4, 2, 1
46, 5, 6, 1
46, 6, 10, 4
47, 19, 10, 4
47, 9, 10, 4
47, 11, 6, 1
47, 10, 2, 1
47, 31, 10, 4
48, 3, 10, 4
48, 5, 2, 1
48, 6, 6, 1
48, 4, 10, 4
49, 4, 10, 4
49, 5, 2, 1
49, 6, 6, 1
49, 3, 10, 4
50, 3, 10, 4
50, 5, 2, 1
50, 6, 6, 1
50, 4, 10, 4
51, 4, 10, 4
51, 5, 2, 1
51, 6, 6, 1
51, 3, 10, 4
52, 3, 10, 4
52, 5, 2, 1
52, 6, 6, 1
52, 4, 10, 4
53, 4, 10, 4
53, 5, 2, 1
53, 6, 6, 1
53, 3, 10, 4
54, 3, 10, 4
54, 5, 2, 1
54, 6, 6, 1
54, 4, 10, 4
55, 5, 2, 1
55, 6, 6, 1
55, 4, 10, 4
55, 3, 10, 4
Object
1, 1, 85, 187, 0
2, 1, 74, 312, 180
3, 1, 74, 475, 0
4, 1, 0, 653, 0
3, 1, 64, 782, 0
5, 3, 44, 959, 0
0, 1, 60, 983, 180
5, 3, 44, 1022, 0
