none
60
100, 0, 0, 1, 0, 0, 0, 0
100, 30, 0, 1, 0, 0, 0, 1
99.45219, 30, 10.45285, 0.99452, 0, 0.10453, 0.1, 1
100, 0, 0, 1, 0, 0, 0, 0
99.45219, 30, 10.45285, 0.99452, 0, 0.10453, 0.1, 1
99.45219, 0, 10.45285, 0.99452, 0, 0.10453, 0.1, 0
99.45219, 0, 10.45285, 0.99452, 0, 0.10453, 0.1, 0
99.45219, 30, 10.45285, 0.99452, 0, 0.10453, 0.1, 1
97.81476, 30, 20.79117, 0.97815, 0, 0.20791, 0.2, 1
99.45219, 0, 10.45285, 0.99452, 0, 0.10453, 0.1, 0
97.81476, 30, 20.79117, 0.97815, 0, 0.20791, 0.2, 1
97.81476, 0, 20.79117, 0.97815, 0, 0.20791, 0.2, 0
97.81476, 0, 20.79117, 0.97815, 0, 0.20791, 0.2, 0
97.81476, 30, 20.79117, 0.97815, 0, 0.20791, 0.2, 1
95.10565, 30, 30.9017, 0.95106, 0, 0.30902, 0.3, 1
97.81476, 0, 20.79117, 0.97815, 0, 0.20791, 0.2, 0
95.10565, 30, 30.9017, 0.95106, 0, 0.30902, 0.3, 1
95.10565, 0, 30.9017, 0.95106, 0, 0.30902, 0.3, 0
95.10565, 0, 30.9017, 0.95106, 0, 0.30902, 0.3, 0
95.10565, 30, 30.9017, 0.95106, 0, 0.30902, 0.3, 1
91.35455, 30, 40.67366, 0.91355, 0, 0.40674, 0.4, 1
95.10565, 0, 30.9017, 0.95106, 0, 0.30902, 0.3, 0
91.35455, 30, 40.67366, 0.91355, 0, 0.40674, 0.4, 1
91.35455, 0, 40.67366, 0.91355, 0, 0.40674, 0.4, 0
91.35455, 0, 40.67366, 0.91355, 0, 0.40674, 0.4, 0
91.35455, 30, 40.67366, 0.91355, 0, 0.40674, 0.4, 1
86.60254, 30, 50, 0.86603, 0, 0.5, 0.5, 1
91.35455, 0, 40.67366, 0.91355, 0, 0.40674, 0.4, 0
86.60254, 30, 50, 0.86603, 0, 0.5, 0.5, 1
86.60254, 0, 50, 0.86603, 0, 0.5, 0.5, 0
86.60254, 0, 50, 0.86603, 0, 0.5, 0.5, 0
86.60254, 30, 50, 0.86603, 0, 0.5, 0.5, 1
80.9017, 30, 58.77853, 0.80902, 0, 0.58779, 0.6, 1
86.60254, 0, 50, 0.86603, 0, 0.5, 0.5, 0
80.9017, 30, 58.77853, 0.80902, 0, 0.58779, 0.6, 1
80.9017, 0, 58.77853, 0.80902, 0, 0.58779, 0.6, 0
80.9017, 0, 58.77853, 0.80902, 0, 0.58779, 0.6, 0
80.9017, 30, 58.77853, 0.80902, 0, 0.58779, 0.6, 1
74.31448, 30, 66.91306, 0.74314, 0, 0.66913, 0.7, 1
80.9017, 0, 58.77853, 0.80902, 0, 0.58779, 0.6, 0
74.31448, 30, 66.91306, 0.74314, 0, 0.66913, 0.7, 1
74.31448, 0, 66.91306, 0.74314, 0, 0.66913, 0.7, 0
74.31448, 0, 66.91306, 0.74314, 0, 0.66913, 0.7, 0
74.31448, 30, 66.91306, 0.74314, 0, 0.66913, 0.7, 1
66.91306, 30, 74.31448, 0.66913, 0, 0.74314, 0.8, 1
74.31448, 0, 66.91306, 0.74314, 0, 0.66913, 0.7, 0
66.91306, 30, 74.31448, 0.66913, 0, 0.74314, 0.8, 1
66.91306, 0, 74.31448, 0.66913, 0, 0.74314, 0.8, 0
66.91306, 0, 74.31448, 0.66913, 0, 0.74314, 0.8, 0
66.91306, 30, 74.31448, 0.66913, 0, 0.74314, 0.8, 1
58.77853, 30, 80.9017, 0.58779, 0, 0.80902, 0.9, 1
66.91306, 0, 74.31448, 0.66913, 0, 0.74314, 0.8, 0
58.77853, 30, 80.9017, 0.58779, 0, 0.80902, 0.9, 1
58.77853, 0, 80.9017, 0.58779, 0, 0.80902, 0.9, 0
58.77853, 0, 80.9017, 0.58779, 0, 0.80902, 0.9, 0
58.77853, 30, 80.9017, 0.58779, 0, 0.80902, 0.9, 1
50, 30, 86.60254, 0.5, 0, 0.86603, 1, 1
58.77853, 0, 80.9017, 0.58779, 0, 0.80902, 0.9, 0
50, 30, 86.60254, 0.5, 0, 0.86603, 1, 1
50, 0, 86.60254, 0.5, 0, 0.86603, 1, 0
Box
0
End
