coin
180
-0.094952, 1.200000, 0.000000, -0.000000, 1.000000, 0.000000, 0.868657, 0.987707
-0.094952, 1.108655, 0.459220, -0.000000, 0.923880, 0.382684, 0.868638, 0.926678
0.105048, 1.108655, 0.459220, -0.000000, 0.923880, 0.382684, 0.983437, 0.924862
0.105048, 1.108655, 0.459220, -0.000000, 0.923880, 0.382684, 0.983437, 0.924862
0.105048, 1.200000, -0.000000, -0.000000, 1.000000, 0.000000, 0.983457, 0.985891
-0.094952, 1.200000, 0.000000, -0.000000, 1.000000, 0.000000, 0.868657, 0.987707
-0.094952, 1.108655, 0.459220, -0.000000, 0.923880, 0.382684, 0.868638, 0.926678
-0.094952, 0.848528, 0.848528, 0.000000, 0.707107, 0.707107, 0.868618, 0.865649
0.105048, 0.848528, 0.848528, 0.000000, 0.707107, 0.707107, 0.983417, 0.863833
0.105048, 0.848528, 0.848528, 0.000000, 0.707107, 0.707107, 0.983417, 0.863833
0.105048, 1.108655, 0.459220, -0.000000, 0.923880, 0.382684, 0.983437, 0.924862
-0.094952, 1.108655, 0.459220, -0.000000, 0.923880, 0.382684, 0.868638, 0.926678
-0.094952, 0.848528, 0.848528, 0.000000, 0.707107, 0.707107, 0.868618, 0.865649
-0.094952, 0.459220, 1.108655, 0.000000, 0.382683, 0.923880, 0.868598, 0.804620
0.105048, 0.459220, 1.108655, 0.000000, 0.382683, 0.923880, 0.983397, 0.802804
0.105048, 0.459220, 1.108655, 0.000000, 0.382683, 0.923880, 0.983397, 0.802804
0.105048, 0.848528, 0.848528, 0.000000, 0.707107, 0.707107, 0.983417, 0.863833
-0.094952, 0.848528, 0.848528, 0.000000, 0.707107, 0.707107, 0.868618, 0.865649
-0.094952, 0.459220, 1.108655, 0.000000, 0.382683, 0.923880, 0.868598, 0.804620
-0.094952, -0.000000, 1.200000, 0.000000, -0.000000, 1.000000, 0.868578, 0.743591
0.105048, -0.000000, 1.200000, 0.000000, 0.000000, 1.000000, 0.983377, 0.741775
0.105048, -0.000000, 1.200000, 0.000000, 0.000000, 1.000000, 0.983377, 0.741775
0.105048, 0.459220, 1.108655, 0.000000, 0.382683, 0.923880, 0.983397, 0.802804
-0.094952, 0.459220, 1.108655, 0.000000, 0.382683, 0.923880, 0.868598, 0.804620
-0.094952, -0.000000, 1.200000, 0.000000, -0.000000, 1.000000, 0.868578, 0.743591
-0.094952, -0.459220, 1.108655, 0.000000, -0.382684, 0.923880, 0.868558, 0.682562
0.105048, -0.459220, 1.108655, 0.000000, -0.382684, 0.923880, 0.983358, 0.680746
0.105048, -0.459220, 1.108655, 0.000000, -0.382684, 0.923880, 0.983358, 0.680746
0.105048, -0.000000, 1.200000, 0.000000, 0.000000, 1.000000, 0.983377, 0.741775
-0.094952, -0.000000, 1.200000, 0.000000, -0.000000, 1.000000, 0.868578, 0.743591
-0.094952, -0.459220, 1.108655, 0.000000, -0.382684, 0.923880, 0.868558, 0.682562
-0.094951, -0.848528, 0.848528, 0.000000, -0.707107, 0.707107, 0.868538, 0.621533
0.105048, -0.848528, 0.848528, 0.000000, -0.707107, 0.707107, 0.983338, 0.619717
0.105048, -0.848528, 0.848528, 0.000000, -0.707107, 0.707107, 0.983338, 0.619717
0.105048, -0.459220, 1.108655, 0.000000, -0.382684, 0.923880, 0.983358, 0.680746
-0.094952, -0.459220, 1.108655, 0.000000, -0.382684, 0.923880, 0.868558, 0.682562
-0.094951, -0.848528, 0.848528, 0.000000, -0.707107, 0.707107, 0.868538, 0.621533
-0.094952, -1.108655, 0.459220, 0.000000, -0.923880, 0.382684, 0.868518, 0.560504
0.105048, -1.108655, 0.459220, 0.000000, -0.923880, 0.382684, 0.983318, 0.558687
0.105048, -1.108655, 0.459220, 0.000000, -0.923880, 0.382684, 0.983318, 0.558687
0.105048, -0.848528, 0.848528, 0.000000, -0.707107, 0.707107, 0.983338, 0.619717
-0.094951, -0.848528, 0.848528, 0.000000, -0.707107, 0.707107, 0.868538, 0.621533
-0.094952, -1.108655, 0.459220, 0.000000, -0.923880, 0.382684, 0.868518, 0.560504
